"id_operation","lib_transaction","credit","debit","id_categorie","lib_categorie","id_sous_categorie","lib_sous_categorie"
1669,"CARTE X5952 12/06 AUCHAN BAGNOLET",,-67.570000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1670,"CARTE X5952 06/06 AMAZON EU SARL COMMERCE ELECTRONIQUE",,-399.990000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1671,"CARTE X5952 12/06 AMAZON EU SARL COMMERCE ELECTRONIQUE",,-15.990000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1672,"PRLV EUROPEEN B2B    8209586843 POUR CPTE DE:DGFIP IMPOT ID: FR46ZZZ005002 MOTIF: PASDSN17062019-052019-8023774570001 4",,-217.000000,81,"DETTE FISCALE ET SOCIALE ",,""
1673,"CHEQUE     115",,-46.510000,,"",,""
1674,"CARTE X5952 07/06 AUCHAN BAGNOLET",,-33.540000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1675,"CARTE X5952 15/06 ATLASSIAN 10,00 USD PAYS-BAS 1 EUR=1,1198 USD COMMERCE ELECTRONIQUE",,-8.930000,,"",,""
1676,"CARTE X5952 07/06 AMAZON PAYMENTS COMMERCE ELECTRONIQUE",,-101.970000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1677,"VIR RECU    7587630060S DE: MONTREAL ASSOCIATES(SYSTEMS)SL MONTREA L ASSOCIATES(SYST) SL MOTIF: BIG APPS REF: SE000075/4",10070.000000,,75,"VENTES PRESTATIONS SERV",202,"Prestations services prod."
1678,"CARTE X5952 14/06 LES DELICES DE L",,-38.100000,,"",,""
1679,"FACTURATION PROGELIANCE NET REF OPTION TELECHARGEMENT TVA A 20,00 : 1,42 EUR MONTANT HT : 7,10 EUR",,-8.520000,58,"SERVICES BANCAIRES",153,"Frais bancaires"
1680,"COTIS JAZZPRO REDUC JAZZ-20% MONTANT NT  :    22,15 EUR MONTANT HT  :     8,25 EUR TVA A 20,00%:     1,65 EUR",,-32.050000,58,"SERVICES BANCAIRES",153,"Frais bancaires"
1681,"CIONS TENUE DE COMPTE AU 31/05/19 : -CION MOUVEMENT EUR       47,92 AU DELA DU SEUIL JAZZ PRO",,-47.920000,58,"SERVICES BANCAIRES",153,"Frais bancaires"
1682,"PRELEVEMENT EUROPEEN 7803689743 DE: Urssaf Ile-de-France (117) ID: FR86ZZZ112534 MOTIF: UR 117000001557478698    MAI 197886 1,7793E+13",,-3671.000000,63,"CHARGES SOCIALES PERSONN",163,"Cotisations Urssaf"
1683,"CARTE X5952 01/06 GOOGLE *GSUITE_bigapps 58,02 EUR IRLANDE COMMERCE ELECTRONIQUE",,-58.020000,44,"SOUS TRAITANCE GENERALE",127,"Hébergement U.E"
1684,"CARTE X5952 26/06 ADP ORLY P3",,-7.800000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1685,"CARTE X5952 06/06 LA POSTE L930060",,-5.850000,57,"FRAIS POSTE ET TELECOM",150,"Frais postaux"
1686,"CARTE X5952 31/05 GOOGLE *CLOUD_0130AA-6 0,34 EUR IRLANDE COMMERCE ELECTRONIQUE",,-0.340000,44,"SOUS TRAITANCE GENERALE",127,"Hébergement U.E"
1687,"CARTE X5952 06/06 LA POSTE L930060",,-7.650000,57,"FRAIS POSTE ET TELECOM",150,"Frais postaux"
1688,"000001 VIR EUROPEEN EMIS   NET POUR: ADBI REF: 9917904470517 REMISE: 032019179044705170000000 CHEZ: CMCIFRPP",,-12000.000000,42,"ETUDES ET PRESTATIONS",120,"Achats d'études France"
1689,"CARTE X5952 24/06 HAPPY DAYS",,-11.600000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1690,"CARTE X5952 14/06 LEROY MERLIN",,-61.870000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1691,"CARTE X5952 26/06 SARL KPC",,-10.500000,,"",,""
1692,"FRAIS PAIEMENT HORS ZONE EURO CARTE X5952 15/06 10,00 USD PAYS-BAS",,-1.240000,,"",,""
1693,"CARTE X5952 09/06 R.A.F IMPORT",,-34.190000,,"",,""
1694,"000001 VIR EUROPEEN EMIS   NET POUR: SARL FRANCE AMENAGEMENT REF: 9916398553134 REMISE: Reglement factures bureaux MOTIF: Reglement factures bureaux",,-1441.000000,43,"MATIERES ET FOURNITURES",123,"Petit équipement France"
1695,"PRELEVEMENT EUROPEEN 6108230616 DE: Orange ID: FR18ZZZ002305 MOTIF: Votre abonnement internet (facture: XXXXX4989D8) - P",,-72.000000,57,"FRAIS POSTE ET TELECOM",151,"Frais de téléphonie"
1696,"FRAIS VIR EUROP. ELEC      914435596926 REF BIGAPP/30003.03800/190524/1 8 VIREMENT(S)     A   0,21 EUR NT",,-1.680000,,"",,""
1697,"PRELEVEMENT EUROPEEN 6712016939 DE: NIT ENCAISSEMENTS ID: FR91ZZZ194409 MOTIF: Societe:TITRES DE SERVICES/Factures :1910228487/03747/D.Emission:2019-0",,-1464.480000,67,"AUTRES CHARGES PERSONNEL",186,"Titres restaurants"
1698,"CARTE X5952 11/06 AUCHAN BAGNOLET",,-9.250000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1699,"CARTE X5952 06/06 NESPRESSO FRANC COMMERCE ELECTRONIQUE",,-248.000000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1700,"VIR RECU    6596204460S DE: MALTEM MOTIF: VIRT FACT FC190004/FC190001 REF: SAU ID: 43468932900028",20534.400000,,75,"VENTES PRESTATIONS SERV",202,"Prestations services prod."
1701,"CHEQUE     114",,-2.600000,,"",,""
1702,"CARTE X5952 26/06 BP NOISY",,-20.000000,51,"FRAIS DE RÉCEPTIONS",149,"Frais de réception"
1703,"BURGER HOUSE BOIS COLOMBES",,-38.500000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1704,"ROYAL BOULEVAR PSC PARIS",,-12.000000,,"",,""
1705,"AMAZON PAYMENTS PAYLI2441535",,-6.990000,,"",,""
1706,"LA FLUTE CANAV PSC CHAMPIGNY SUR",,-19.000000,,"",,""
1707,"AMAZON PAYMENTS PAYLI2441535",,-174.990000,,"",,""
1708,"BASILIC THAI PARIS",,-46.300000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1709,"LinkedInFR PARIS",,-29.740000,,"",,""
1710,"AMAZON PAYMENTS PAYLI2441535",,-123.990000,,"",,""
1711,"AIR ALGERIE PARIS",,-659.760000,,"",,""
1712,"AMAZON EU SARL PAYLI2090401",,-18.750000,,"",,""
1713,"AMAZON EU SARL PAYLI2090401",,-81.380000,,"",,""
1714,"UF NANTERRE NANTERRE",,-37.200000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1715,"AMAZON PAYMENTS PAYLI2441535",,-11.400000,,"",,""
1716,"AMAZON PAYMENTS PAYLI2441535",,-2640.400000,,"",,""
1717,"JARDINETAJMAHA CHAMPS SUR MAR",,-37.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1718,"AMAZON PAYMENTS PAYLI2441535",,-17.970000,,"",,""
1719,"VILLA CESAR PARIS 10",,-35.000000,16,"FRAIS DE RÉCEPTIONS",41,"Frais de réception"
1720,"GOOGLE Google St London",,-1.990000,,"",,""
1721,"OVH ROUBAIX",,-68.360000,,"",,""
1722,"AMAZON PAYMENTS PAYLI2441535",,-29.900000,,"",,""
1723,"PIZZA FOOD CHENNEVIERES",,-63.500000,,"",,""
1724,"FREE PIZZA ORMESSON SUR M",,-42.000000,,"",,""
1725,"LA FLUTE CANAV PSC CHAMPIGNY SUR",,-19.700000,,"",,""
1726,"FREBE AUTO PARIS",,-69.000000,,"",,""
1727,"SUBWAY BAGNOLET",,-26.400000,,"",,""
1728,"UF NANTERRE NANTERRE",,-202.500000,,"",,""
1729,"MIAN FAN PARIS",,-81.000000,,"",,""
1730,"SARL FABIEN PSC LILLE",,-15.200000,,"",,""
1731,"PARADIS DU FRUIT PARIS",,-42.800000,,"",,""
1732,"SNCF INTERNET PARIS 9",,-119.500000,15,"VOYAGES ET DEPLACEMENTS",40,"Frais déplacements salariés"
1733,"NESPRESSO FRANC PARIS",,-148.000000,,"",,""
1734,"ARTISAN ASSOCI PSC PARIS",,-27.800000,,"",,""
1735,"LES DELICES DE L PARIS",,-39.700000,,"",,""
1736,"SNCF OUIGO PARIS LA DEFEN",,-41.000000,,"",,""
1737,"PAPA POSTO LILLE",,-32.000000,,"",,""
1738,"AUCHAN BAGNOLET BAGNOLET CEDEX",,-30.900000,,"",,""
1739,"URBAN SOCCER PUTEAUX",,-115.000000,,"",,""
1740,"SARL DOM PSC LILLE",,-11.500000,,"",,""
1741,"DEL ARTE PARIS",,-29.400000,,"",,""
1742,"PATE A NOUILLES PARIS",,-25.300000,,"",,""
1743,"URBAN SOCCER PUTEAUX",,-115.000000,,"",,""
1744,"CAPWEST 0-VAD /",,-503.230000,,"",,""
1847,"PRLV SEPA SPB DEB-SPB-876-20190627-000031816761 ASSURANCE MOBILE SPB BOUYGUES TELECOM",,-14.990000,,"",,""
1848,"PRLV SEPA BOUYGUES TELECOM PAGP0100KO5P3N BOUYGUES TELECOM",,-328.020000,,"",,""
1849,"VIR INFINITY ID ECOLE R GUERRIE",,-3409.920000,,"",,""
1850,"PRLV SEPA AG2R REUNICA AG029000003197266 RETRAITE - AG2R REUNICA - 201906M - SIRET 80532165000030 -AG0290000031",,-24170.200000,22,"CHARGES SOCIALES PERSONN",54,"Cotisations Réunica"
1851,"VIR BUSINESS ET DECISION FRA I0001265362409 BUSINESS ET DECISION",8004.000000,,,"",,""
1852,"VIR BIG APPS 032019182051467040000001 REGLEMENT SUP FACT FC190147",3000.000000,,,"",,""
1853,"VIR POLE EMPLOI 01542224K1F POLE EMPLOI SERVICES FC190195",3136.000000,,,"",,""
1854,"VIR ISS SERVICES GIE ISS SER 89VIRF000412/18 FC190226",2448.000000,,,"",,""
1855,"VIR HAS SOLUTION 4-5-6/19",,-35400.000000,,"",,""
1856,"PRLV SEPA DAUCHEZ ADB GERANCE 11",,-7790.260000,,"",,""
1857,"VIR APGIS PREV & SANTE 2T 2019",,-16687.910000,,"",,""
1858,"PRLV SEPA EXPERTISE COMPTABLE A PK9210382DYZ4903 ECAI",,-6977.400000,13,"INTERMED ET HONORAIRES",107,"Honoraires comptables"
1859,"VIR SYSTEMA SERVICES 201904",,-6840.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1860,"VOTRE REMISE VIREMENT DU 280619 VIREMENTS SALAIRES",,-145254.880000,,"",,""
1861,"VIR KORBEN 0121001006 /INV/ FC190263/INV/ FC190262",22200.000000,,,"",,""
1862,"INTERETS/FRAIS",,-2408.120000,,"",,""
1863,"VIR CARREFOUR BANQUE 2000004047 /INV/FC190257 30.6.2019",5940.000000,,,"",,""
1864,"PRLV SEPA NIT ENCAISSEMENTS PRL NO P03767-001-CE3096286 SOCIETE:TITRES DE SERVICES/FACTURES:1910264779/03767/D.EMISSION:2019-0",,-9808.800000,,"",,""
1865,"VIR S.A.R.L. SOLUTION BI FRA ADBI FC190155",12240.000000,,,"",,""
1866,"VIR SAINT GOBAIN ACHATS 0240012265 /INV/FC190228 31.5.2019",12240.000000,,,"",,""
1867,"PRLV SEPA C.I.P.A.V PRELEVEMENT MENSUEL CIPAV 20181180972351",,-574.830000,,"",,""
1868,"VIR NEOSPHERES FC190186",9216.000000,,,"",,""
1869,"VIR DAWAN FORMATION SI MOHAMMED",,-690.000000,,"",,""
1870,"VIR CDISCOUNT 0003593078 /INV/FC190210 31.5.2019/INV/FC190209 31.5.2019",17520.000000,,,"",,""
1871,"FAC.CIC SGT19005200582235 DONT TVA 9,80EUR",,-93.270000,,"",,""
1872,"VIR SYSTEMA SERVICES 201905",,-7200.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1873,"CHEQUE 2049104",,-785.300000,23,"REMUNERATIONS PERSONNEL",,""
1874,"VIR AMETIX AMETIX FC190150 ADBI 04/19",8610.000000,,,"",,""
1875,"REM CHQ REF10290A04",954.000000,,,"",,""
1876,"VIR ABA ANALYTICS JUIN",,-7488.000000,,"",,""
1877,"VIR HITECHRPROS FACT 19-63951",,-957.600000,,"",,""
1878,"VIR COM CAUTIONS 01/07 DECOMPTE AVALS ET CAUTIONS ARRE",,-25.700000,,"",,""
1879,"PRLV SEPA URSSAF ILE-DE-FRANCE BQE211719196072006RCUR000120062 UR 117000001549472650 MAI 19788617793000160719",,-42.000000,,"",,""
1880,"VIR CINGIT",,-16434.000000,,"",,""
1881,"VIR 2B CONSULTING SAS 2B CON FOURNISSEURS SS TTANTS 30/07-0015 FOURNISSEURS SS TTANTS 30/07",24042.000000,,,"",,""
1882,"VIR RDG",,-20000.000000,,"",,""
1883,"VIR STA PORTAGE 201904",,-9720.000000,,"",,""
1884,"VIR KAO FC JUIN",,-12600.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1885,"PRLV SEPA BOUYGUES TELECOM PAGP0100KNNYO2 BOUYGUES TELECOM",,-24.990000,17,"FRAIS POSTE ET TELECOM",43,"Frais de téléphonie"
1886,"RELEVE CARTE 23697515",,-1366.330000,,"",,""
1887,"VIR AUBAY SCT180298 FC190160",7596.000000,,,"",,""
1888,"PRLV SEPA ENGIE 830006321574 Z 300001929622-930000990572",,-120.600000,,"",,""
1889,"VIR MICROPOLE FRANCE ADBI SARL 63713 ML05",10878.000000,,,"",,""
1890,"VIR SAS KARMA PARTNERS 0419 F0419 NO FC19017217 J A 480 : 8160 HT 9792 TTC",9792.000000,,,"",,""
1891,"VIR TENDEM 19.06",,-207.840000,,"",,""
1892,"VIR MONOPRIX 0700110249 /INV/FC190073 28.2.2019",13680.000000,,,"",,""
1893,"VIR BIG APPS 032019179044705170000001",12000.000000,,,"",,""
1894,"VIR IENA CONSULTING FACTURE FACTURE FC190019",12540.000000,,,"",,""
1895,"VIR AGENCE NALE POUR LA FORM , FC190200 AFPA 24 AFPA SIA.GE SOCIAL",12540.000000,,,"",,""
1896,"RELEVE CARTE 22124388",,-4513.720000,,"",,""
1897,"CHEQUE 2164722",,-3443.480000,,"",,""
1898,"VIR AMETIX AMETIX FC190202 ADBI 05/19",8610.000000,,,"",,""
1899,"CHEQUE 2164723",,-6646.000000,,"",,""
1900,"VIR NOVA TECHNOLOGY FC190125/FC190129 VIRT NOVA TECHNOLOGY",11634.000000,,,"",,""
1901,"VIR BTP INNOVATION FC 219-250",,-21640.030000,,"",,""
1902,"VIR BIG APPS 032019185064191170000001 REGLEMENT FACTURE FC190162",8100.000000,,,"",,""
1903,"PRLV SEPA DGFIP 320750560CK5TS607DFHVNIEVJW92IBK6B PASDSN15072019-062019-80532165000030",,-10249.000000,,"",,""
1904,"PRLV SEPA SPB DEB-SPB-876-20190627-000031547772 ASSURANCE MOBILE SPB BOUYGUES TELECOM",,-13.990000,,"",,""
1905,"VIR ACOMPTE SOIREE LASER GAME",,-679.300000,,"",,""
1906,"VIR CINGIT",,-342.000000,,"",,""
1907,"VIR H DISPO INFO 032019183056892440000002 HD INFO FACTURE FC190169",11340.000000,,,"",,""
1908,"PRLV SEPA CREDIPAR 101M1728957 101M1728957 32 300619 VOTRE IDENTIFIANT ESPACE CLIENT : NOTRE SITE :",,-494.680000,,"",,""
1909,"PRLV SEPA CREDIPAR 101M1728957 101M1728957 32 310719 VOTRE IDENTIFIANT ESPACE CLIENT : NOTRE SITE :",,-494.680000,18,"SERVICES BANCAIRES",44,"Frais sur emprunts"
1910,"VIR POLE EMPLOI 01542224K1F POLE EMPLOI SERVICES FC190195",3136.000000,,,"",,""
1911,"PRLV SEPA TOTAL MS I0000003321620-010032550402192019 /INV/F9J44702/0087263392 //20190703-SAGR3",,-79.500000,,"",,""
1912,"VIR JCDECAUX SA 3750005988 /INV/FC190118 31.3.2019",11220.000000,,,"",,""
1913,"VIR PSP FAC MAI & JUIN",,-16958.770000,,"",,""
1914,"VIR AS PRODUCTION 1903",,-5580.000000,,"",,""
1915,"REM CHQ REF10290A04",954.000000,,,"",,""
1916,"VIR DEVL HUB PRO SGBDDF1-P-EU2S-003122-0000274963 FC190272",14820.000000,,,"",,""
1917,"VIR CONFORAMA FRANCE CONFORAMA FRANCE SA/2019-07-17/6065 6065880",19908.000000,,,"",,""
1918,"VIR S.A.S. BUSINESS MESSAG FC190206 201905011",12289.200000,,,"",,""
1919,"PRLV SEPA CREDIPAR 101G8837265 101G8837265 32 050719 VOTRE IDENTIFIANT ESPACE CLIENT : NOTRE SITE :",,-341.640000,,"",,""
1920,"VIR AMETIX AMETIX FC190201 ADBI 05/19",9720.000000,,,"",,""
1921,"VIR SOPRA STERIA GROUP 010PAD370231 FC190231-FC190231",10752.000000,,,"",,""
1922,"VIR MONOPRIX 0700120995 /INV/FC190224 31.5.2019",8892.000000,,,"",,""
1923,"VIR S.A.R.L. SOLUTION BI FRA ADBI FC190229",13680.000000,,,"",,""
1924,"VIR SAINT GOBAIN GLASS LOGIS FVIRSSGL-190812",19254.000000,,,"",,""
1925,"VIR AMETIX AMETIX FC190149 ADBI 04/19 MLE",11340.000000,,,"",,""
1926,"VIR AUBAY SCT180316 FC190204",9621.600000,,,"",,""
1927,"VIR VERALLIA PACKAGING 0018002553 /INV/FC190235 31.5.2019",9540.000000,,,"",,""
1928,"PRLV SEPA CUBE CUBE FT13128-1 FACTURE FT13128 - PERIODE 201906",,-290.330000,,"",,""
1929,"PRLV SEPA FREE TELECOM FHD 883422360 FREE HAUTDEBIT 883422360",,-39.990000,,"",,""
1930,"VIR CDISCOUNT 0003119082 /INV/FC190153 30.4.2019/INV/FC190189 30.4.2019/INV/FC190164 30.4.2019",28068.000000,,,"",,""
1931,"VIR ISS SERVICES GIE ISS SER 89VIRF000416/23 FC190288",11016.000000,,,"",,""
1932,"VIR NETNEXT-IT 20190601-000015",,-10800.000000,2,"ETUDES ET PRESTATIONS",2,"Achats d'études France"
1933,"PRLV SEPA GOOGLE IRELAND LIMITE GG101VUUWS APPS COMMERCE:ADBI.FR:GG101VUUWS",,-413.900000,,"",,""
1934,"VIR CINGIT",,-2232.000000,,"",,""
1935,"VIR MONOPRIX 0700099988 /INV/FC190152 30.4.2019",14364.000000,,,"",,""
1936,"PRLV SEPA URSSAF ILE-DE-FRANCE BQE111719196072006RCUR000124357 UR 117000001549472650 JUIN19788617793000160719",,-86966.000000,,"",,""
1937,"PRLV SEPA SPB DEB-SPB-876-20190627-000031574690 ASSURANCE MOBILE SPB BOUYGUES TELECOM",,-14.990000,,"",,""
1938,"ECH PRET CAP+IN 10934 201056 04 TAUX= 1,70000 INT= 305,09",,-12987.810000,,"",,""
1939,"PRLV SEPA SEFIA SEF/T005273743/77499050 F190250379",,-543.040000,,"",,""
1940,"VIR WESTHOUSE SCHWEIZ AG 4931 INV. FC190038 FROM 31.01.2019 INV.FC190082 FROM 28.02.2019 INV. FC190",47700.000000,,,"",,""
1941,"PRLV SEPA DGFIP 220750560700074725830 TVA-072019-3310CA3",,-72004.000000,41,"DETTE FISCALE ET SOCIALE ",113,"Tva"
1942,"VIR IENA CONSULTING FACTURE FACTURE FC190065",12210.000000,,,"",,""
1943,"VIR NETNEXT-IT 20190627-000016",,-10200.000000,,"",,""
1944,"VIR SAS KARMA PARTNERS 0519 F0519 NO FC19021716 J A 480 : 7680 HT 9216 TTC",9216.000000,,,"",,""
1945,"VIR LEXICO RGLT FACTURE 190222 DU 3105",9030.000000,,,"",,""
1946,"PRLV SEPA NIT ENCAISSEMENTS PRL NO P03778-001-CE3096286 SOCIETE:TITRES DE SERVICES/FACTURES:1910275825/03778/D.EMISSION:2019-0",,-556.680000,,"",,""
1947,"PRLV SEPA DAUCHEZ ADB GERANCE 13",,-10256.230000,,"",,""
1948,"VIR KORBEN 0121000934 /INV/ FC190040/INV/ FC190213",12000.000000,,,"",,""
